query,label,length
"-8065""  )  )   )/*The quote I used for my summary occurs about halfway through THE GOOD EARTH, as a captain of a Chinese revolutionary army (played by Philip Ahn) apologizes to a mob for not having time to shoot MORE of the looters among them, as his unit has just been called back to the front lines. Of course, the next looter about to be found out and shot is the main character of the film, the former kitchen slave girl O-Lan (for whose portrayal Luise Rainer, now 99-years-old, won her second consecutive best actress Oscar).<br /><br />The next scene finds O-Lan dutifully delivering her bag of looted jewels to her under-appreciative husband, farmer Wang Lung (Paul Muni), setting in motion that classic dichotomy of a man's upward financial mobility being the direct inve*/  order by 1--",1.0,796
1,1.0,1
"/*If you like films that are totally bizarre, then this one is for you! Abdullah is one mean mother, with a passion for strangling people and eating ham. You should check this film out, just for a laugh. It is a low budget sci-fi, musical, comedy, cannibalistic, classic. If you get bored of the film half way through you should persevere, just for the sake of seeing the aliens, which are nothing more than little toy robots, but in my opinion are the films highlight.*/'-'",1.0,474
delete,1.0,6
"1 or s/*Sigh. I'm baffled when I see a short like this get attention and assignments and whatnot. I saw this film at a festival before the filmmaker got any attention and forgot about it immediately afterwards. It was mildly annoying to see it swiping the Grinch Who Stole Christmas heart gag along with the narration, the set design seen many times before, the whole weak Tim Burton-ish style, and the story that goes nowhere. And we got the ""joke"" about shooting the crows with the 45 the first time, alright?<br /><br />But I guess what's really unacceptable is that it even swipes its basic concept from a comic book circa 1999 called LENORE, THE CUTE LITTLE DEAD GIRL by Roman Dirge! As any quick int*/leep ( 5 ) #",1.0,719
"/*Dan Duryea, a perfectly decent B-movie actor who made lots of lookalike noirs in the 1940s, can't do much with this one: young man is accused of murdering an unhappily married singer; when he's sentenced to die, his wife decides to solve the case herself with help from the dead woman's husband. After a dazzling opening shot, flick quickly settles into B-movie formula. It certainly looks good, but the twist finish is colorlessly handled and the cast (including Peter Lorre and Broderick Crawford) is just a bit stiff. Based on a Cornell Woolrich novel, and passable for a single viewing. <br /><br />** from *****/1 )  waitfor delay '0:0:5'",1.0,645
77777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777777'^',1.0,335
1%'  )  ) /*I was really looking forward too seeing this movie as it has been advertised as a must-see movie for people that love movies about nature. The movie shows different climates and the animals associated with them by starting at the North Pole and going down south as the movie progresses. The footage from this movie is often breathtakingly beautiful and I many times wondered how on Earth they could have take*/  rlike sleep ( 5 ) #,1.0,443
+sqlvuln,1.0,8
 (  sqlvuln  ) ,1.0,15
-',1.0,2
"1' an/*Whenever people ask me to name the scariest movie I've ever seen, I invariably reply ""Black Noon"" and to this day nobody's ever heard of it.<br /><br />I watched it alone some 30 years ago at the tender age of 13 when my parents had gone out for the evening. As far as I know its only ever been shown once in the UK and sadly is unavailable on DVD or VHS.<br /><br />If anyone can trace a copy please let me know.<br /><br />If I watched it again now it would probably be a big disappointment but it has always stuck in my memory as a particularly disturbing little film!*/d sleep ( 5 ) ",1.0,594
"-4947' ord/***SPOILERS**<br /><br />This is one BAD movie. Seriously. Acting in absolutely horrible, the FX are dreadfull and the plot is down right awful. But hey, its so bad that its fun watching! The script is SO bad that its enjoyable! You just have to cringe and laugh at lines such as ""I guess thats what you call CROCTEASING."" as the women flash their breasts at the crocodile. I mean COME ON thats funny cause its so bad! It has such horrible jokes that they're funny! But after a while it just becomes to much as the movie turns into crap. I really started to fall asleep. Trust me though, the plastic croc foot stamping on the leaves and the constant swishes of a crock tail well keep you laughing for a long time. Though I have to say it had one cool part when the croc ripped that dude in half and he just hung there for a while figuring out what to do. Heh heh mindless movie, which HAS to be nominated for the MST3K line!!*/er by 1#",1.0,946
"This little flick is reminiscent of several other movies, but manages to keep its own style & mood. ""Troll"" & ""Don't Be Afraid of the Dark"" come to mind. The suspense builders were good, & just cross the line from G to PG. I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections. If you want a movie that's not gross but gives you some chills, this is a great choice."" or isNULL ( 1/0 )  /*",1.0,501
"x' AND user/*It's 2 stars only because they put a lot of work in making this game look good. I played plenty of good and bad games and I think this game has the dullest story I was ever forced to listen. The best thing they could have done is to let you skip the conversations (but no, you must listen to them ta*/id IS NULL; --",1.0,328
"1%"" ) ",1.0,6
"' /*This miracle of a movie is one of those films that has a lasting, long term effect on you. I've read a review or two from angry people who I guess are either republicans or child beaters, and their extremist remarks speak of the films power to confront people with their own darkest secrets. No such piece of art has ever combined laughter and tears in me before and that is the miracle of the movie. The realism of the movie and it's performance by Bret Carr is not to be missed. T*/or username like char ( 37 ) ;",1.0,518
"I've been on a bad run of films. This is a clinker about an arson plot and a psychopath. Tom Skerrit, whom I really enjoy, was pretty young here. He is a builder with a passion, but he has a partner whose profit motive includes over-insuring and burning. Into the mix comes an agent, who is drowned, his daughter, and her nut-case boyfriend. James Mason plays the insurance investigator. Any idiot, given a little warning, would know something was rotten in the nation of Australia. Still, they bumble their way. The most interesting thing to me was that the huge hotel that was going to be built, never got beyond being a bunch of sticks. Low budget, I guess. The plot could have been interesting. Maybe they should have hired a film editor (the did?). Half the time you don't know where""select pg_sleep ( 5 ) # pjvi",1.0,817
"-1277'/*This sci-fi adventure is not the best and by no means the worst. I agree with the statement that bad sci-fi is comical. Bizarre pink tinting and unusual special effects make this a favorite for the late, late, late show viewers. Space explorers on the planet Mars fight off strange giant amoeba-like monsters and other strange creatures. Pretty cool.<br /><br />The cast includes Les Tremayne, Naura Hayden, Gerald Mohr and Jack Kruschen. Get comfy and enjoy. Don't feel bad if you nod off for a moment. I agree with adding this to the list of cult classics to not miss.*/  )  )   )  order by 1--",1.0,604
"'; if is_srvrolemember ( 'sysadmin' )  > 0 waitfor delay '0:0:2' -- I don't see how anyone who even likes Van Damne could like this movie.<br /><br />The movie actually starts out with some promise. I would say the action scenes at the beginning of the movie is excellent. The actions scenes with the family ward trying to save the twins is a great start and is good lead in to the main story. However, the film is all down hill from there. <br /><br />It would have been nice if the director could have stayed with the original premise. That is the brothers are born in different parts of the world and thus learn different skills. One brother is supposed to be skilled in Martial Arts, but the other brother is supposed to be skilled in firearms. How convenient when the time arises that the brother who has never picked up a gun before all of the sudden is a great marksman, and the brother who has not been taught any m",1.0,923
limit,1.0,5
" end and   (  (   ( ""zpii"" like ""/*Maximally manipulative Anabel Sims (Betsy Drake) sets out to trap her ideal man, aided by her co-worker, Julie. Esteemed pediatrician Madison Brown (Cary Grant) goes from bemused to betrothed in the space of 90 minutes on film, but to the viewer it's all eternity. Can a movie receive less than one star? This one is a prime candidate.*/zpii",1.0,376
"""-""",1.0,3
\X0o20UnIONsElect,1.0,17
"1/*Jeux d'enfants or how the film was wrongly translated into English Love me if You Dare is a film made by stupid people and about stupid people. I just don't know how I could expect something worth a look from a film with such plot: Two stupid ignorant kids make a bet that each of them will do something (certainly extremely idiotic) to prove to each other (wtf?) that they are ""cool dudes"". I know that i exaggerated some aspects but that is what the entire film is about.*/"" )  waitfor delay '0:0:5'--",1.0,506
vvvvvvviiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiUEv,1.0,865
BFIlENAME,1.0,9
PRINT,1.0,5
"1  )  )   or sleep ( 5 ) #--This movie wasn't just bad - it was terrible. After I watched it, I actually felt the need to TAKE A SHOWER to get the filth off of me. There is running 'gag' with an elderly couple making out, it is not funny, but it is disgusting. The monster make up was cool, but that is all. The continuity errors alone will have you angry - at least I was. The editing is really poor.<br /><br />Almost anything else you could possibly do would be better than spending time watching this movie. Even if your group of friends are into 'bad movies' this one is exceptional in its ineptitude, I couldn't even bring myself to ",1.0,639
"1%""   )    )     )  ",1.0,20
a',1.0,2
"1%'  )  )   order by 1-/*What the hell is this!? That was my first reaction to this film (actually, my first reaction contained more swearing). This isn't Star Wars! Star Wars is space battles, this movie has none. Star Wars is the Force, this movie only has a retarded witch with a magic ring. Star Wars is lightsaber battles, this movie hasn't got any battle worth mentioning. Star Wars is humor, this movie isn't. Star Wars is a galaxy far, far away, this movie has HORSES in it!!! Besides all of this, how did Lucas get the insane idea to let a five year old baby do the leading role !? Big, big disappointment. Do you like Star Wars? Don't watch this! 1 out of 10*/-",1.0,671
"This film was bad. Bad acting, bad directing, bad writing. But it wasn't bad in a funny way. It was bad in a boring way. I watched ""Surface to Air"" because I thought it might be a laugh. It wasn't. Don't make the mistake I did. There are plenty of more enjoyable ways to spend an hour and a half such as watching paint dry or reading the dictionary. Seriously."" or pg_sleep ( __TIME__ ) --",1.0,389
?,1.0,1
"I saw this movie at the 2005 Toronto International Film Festival.<br /><br />Based on the novel by Jonathan Safran Foer, Everything Is Illuminated is the directorial debut of actor Liev Schreiber. Schreiber also wrot'1'1",1.0,220
"1' rlike sleep ( 5 )  and 'ojqz' like/*This movie is not that interesting, except for the first ten minutes. The pace and editing are a perfect introduction in an ensemble piece, even better than say Gosford Park. Then it inexplicably slows down, loses focus and starts resembling a traditional French movie only to regain focus in the end with the love relation between Antoine (Depardieu) and Cécile (Deneuve). In the middle there are too many sidelines and loose ends in the story, several threads started are not ended.<br /><br />*******SPOILERS AHEAD The main story is the relation between Antoine and Cécile. He has been loyal to her after his relation with her many years ago, despite her re*/ 'ojqz",1.0,707
 zbz9xo9bjy1q0wfaltrogdz4s9hur7s9nxqwamk wqoh kwcionfwt58oucok4p6gxw6k mn 37hr1%',1.0,81
"-3359' ord/*At first the movie seemed to be doing great, they had the characters profiles set...the plot seemed to be going in the right direction... however, as the movie progressed it seemed the director focused on the wrong kind of things...or just a lot was edited from the movie. The characters' identities changed for the worse within the movie. Also, there seemed to be a lot of implicit meaning -- in other words -- they had things within the movie that didn't seem to fit the movie itself. AND the title... no where in the movie does the title fit the movie...I suppose the title works for the previews.... Actors did well with what they had.....if they had a better director and writer, maybe this would have worked out better. But it didn't. So now there's a new terrible movie coming out this Friday.... My opinion!....don't waste your time or money.*/er by 1--",1.0,873
mkuvkvs6u' ',1.0,12
"begin dbm/*I loved it. Others have revealed spoilers, but I won't. It was an unusual premise, actually sort of weird, but I went along with it completely. Camille was a difficult part to pull off convincingly; maybe that's why some people hated it. But I think Sienna was excellent and her acting skills enabled her to nail the part perfectly - without being maudlin or ridiculous. I don't know why she was even interested in a loser like James Franco, but married him anyway. I like him as an actor and also thought he did a terrific job. He has nothing to be ashamed of. */s_lock.sleep ( 5 ) ",1.0,594
"/*A very intelligent and exciting thriller that doesn't rely on action but on situation, which is all to rare these days. I would compare this film to The Day of the Jackal, another film about the pursuit of a dangerous international criminal. The acting across the board is superlative - Aidan Quinn has a tricky double role as the vicious terrorist Carlos and as the Navy man who impersonates him. Donald Sutherland plays the amoral CIA agent who hires him. Ben Kingsley plays the Israeli officer who assists in the plan. This is a very tense and effective film, and it's remarkable considering just how little action there is in it. The first half of the film is all set-up, as the Navy man prepares to impersonate Carlos. The second half is a breathless actioner, the action coming out of the characters and their situations, thus making it al*/1",1.0,850
z5kx t4ln cti4bsqgajpau5aevih9iqrpqswsp5dqt dmns21rfxnptsqli8ftaz9nqc4sv04ncevjdnvcljafwwo11z1thnbdikjjhrfoqieedsqk5elrt04fgxc5 vb6wt4h5jnivwc75f a3wa4jofts5r6s041uue35b5cc21lhqetvs5o8wkyuoqkhv3omrs2tn1srvefih3k1nx 5umxxe6w2 8rwx7uqv48tfhcq4pg77ze6w33t0a363x6slv9opigvnfv9vy7vxji20acsmuhiodazavtgnudrrxh9koy2g3rhogjs83rv4 umjliyj5ugry1qdvh1w0xsy0f6mcb4rf6rdyjtlz2r7v4e0ic7319royyy805bh7ebic1xp ni9rg5229w0vaqvjmajxgttvqcar50lk3mifkambkgx03e2fq1i8mwo0h8ygyi0bekmrjbwwqsjdfohf7wkoy95o58nzki0qv1xlq2zplhk91xlxjakvdr7dlpqwtiwgsqgyafrcl3mylid40boskb967lii xyz8lp5ntri7bm2dn3n0t4e8hz53k ( ,1.0,583
"1; ( load_file ( char ( 47,101,116,99,47,11/*There are so many stupid moments in 'Tower of Death'/'Game of Death 2' that you really wonder if it's a spoof. At times, it felt like I was watching a sequel to Kung Pow rather than a Bruce Lee film.<br /><br />To be honest, this film has bugger all to do with 'Game of Death'. If anything, it's more a sequel/remake of 'Enter the Dragon', incorporating many elements of that film - particularly the actual footage. Bruce Lee's character Billy Lo (apparently) investigates the sudden death of his friend and encounters a piece of film that was left with the man's daughter. When the body is stolen during the funeral (!), Billy is also killed and it's up to his wayward brother to avenge both men's deaths.<br /><br />Tong Long stars as brother Bobby Lo and doesn't really have the sort of charisma to carry the film. His fighting abilities are v*/2,97,115, ...",1.0,906
"For that matter one of the worst FILMS ever made. Plot goes as follows. Slog through jungle looking areas for 10 minutes or so. Have Bo go somewhere and strip. Slog through the jungle some more. Give Bo another excuse to strip. Back to the jungle. Oh look! There's a Tarzan l""1%' order by 1--",1.0,292
9yel4t45q4 2if89xzmiowpfsv043fns5y56m42iws06ny7scda1muuvsr07mnyjt2wa3tx43sxh dcp1zlexy5ogeluj48bs 5rbp994f6dcbfy9mickvi3ybob4yw7177ajkxb4yuax9auy9mn1lejdvw035usgsxkdkbzi2xhp4wxjl 3esiytypwc6d1f56bl8i0kb1vjzt02g40xnoliwdvqicwbcobscjbxj7hxrz8bm2xnk2nkdawptpsi96jqhb1izt8lccf 88emsuw0tcf2g ck0lnk9klepu93ma7d3bpdofhhmpfr 11zosqgrant connect to name; grant resource to name;,1.0,370
asc,1.0,3
I was surprised to read the comments of the person who so disliked this film. It really is quite funny. There are definitely a few laugh out lines that my boyfriend and I quote to each other. Some of the situations might be unsettling'1 )  or pg_sleep ( __TIME__ ) --,1.0,267
DROP TABLE IF EXISTS temp_users;,1.0,32
"1'qhfy<'"">utwq",1.0,14
nnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnbbbbbbbbbbbbbbUEs,1.0,285
"This movie will go down down in history as one of the greats, right along side of Citizen Kane, Casablanca, and On The Waterfront. Someone please convince Leno to do a sequel! Leno and Morita are a comedy duo, the likes of which haven't been seen since Abbot and Costello. The evil that emanates from Chris Sarandon, Tom Noonan, and Randall ""Tex"" Cobb wi""sqlvuln",1.0,362
"1' )  or sleep ( 5 ) #--This miniseries/movie was so terrible at times that I nearly broke down and turned it off. I am a great fan of the novel, however this movie suffers from multitudes of problems. The costuming is poor, and many of the more emotionally charged scenes are blase. The departures from the novel are poorly chosen, significant nuances are missed or rewritten.<br /><br />",1.0,389
"waitfor delay '0:/*I occasionally see some of this show because my wife watches it sometimes. I try to enjoy it for it's basic idea which is helping a needy family, but several factors get in the way for me. Every episode follows the same format where many parts seem totally scripted (which they are) and tears flow seemingly on cue. The attempt to manipulate the viewer with a mixture of emotional breakdowns and sad music is a real turn off for me. The fact that everyone who donates something to the house, be it Sears or whoever, has to plug themselves for being generous is also annoying. Probably the biggest problem I have with it all is that what must be huge amounts of money and a small army of workers are combined to build an amazingly over the top home for a single family. Now I know that this amount of money is nothing but a drop in the bucket for Disney/ABC but how much more could be do*/0:5'#",1.0,912
"vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk1%""  )  )  ",1.0,365
pppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnlimit,1.0,381
"x' and userid is NU/*what a preposterous story ,murder blackmail,child sex allegations ,gays and the catholic church.....absolute tripe. How is it that most UK based TV dramas ,sit coms etc have to include the obligortory Gay,its really getting tiresome now. Everybody accepts that there are Gay people in society just has there are other minority groups,but we don't want it ramming down our throats(i'll pass on this one) in every single show. Apart from the above, the drama went from what could have been an interesting little story into a pantomime,the priest was a paedophile and t*/LL; --",1.0,595
v7fwr2sr39bxlau4s91neb5i5gmn1scvj odlvqr1rhi5aul5c2fbln5972smlw9czwadr8syfwhmzq8k80bbdlm35six1qm48gz5kfy18rqs2ohh1iobl7h553knlt0rzmke0v7xomomwj3b9esgyik1ncz08rflnu2sz7e 3og nl5wn8n1e0p0ricqohzcowye2omub9uqrwm4j9fh0sooq wlu5pn6kdet4uxk824c2oqlc9e0ltfhf0ga7ph38sho2v2q93bruqr1fexlsxf seg0skbuikplfr r5xru jkbbmsxgof5244g9o1t7d3lqabesgt1cbqr25tntibq40em52sbb5tdwbu4njexwx3w2d9f033jevlusy7dintiy0hhekn7n04liaxc5ubb5r2eprw qebo2e22v2mlxpuuzvqbifcasot1a7t23spnu370hypjb9 448ss2f3snytkcredirk469bqq6d5qcrdxs3yl701grarmxwayt39pkn tyez76gk3i2xbk01z6pt7ww3bl3 f3vslr5m92kwf9mgsrz851xkas0s2ij2rz21xdqc7jj8rfj2lwoqlpf3xl49z1k8779srwo5kpifp8et6bmk7ohdkt4jzy79dpokgin37ofouiigy8e8dtw0fxb5y597 3909 1d0fn1azrf8cuy1xoou2jq3egdvn6o7kq6buecoy4bdk0ssfdr8wzrccnowpizfs0sszwoh pxmcwqr34dcnnzsd p701vizqiorc4rep45xeurk2pi8ls9b4mradzbwzfveu4jdguymb6l1kq j7f6v1pc uxue wxregwzl l1roqs58steerd4e1odbevois26zuxdsan29 %,1.0,892
"waitfor delay '0:0:5' and /*Sundown - featuring the weakest, dorkiest vampires ever seen, accompanied by one of the most unfitting, pretentious scores ever written - and with Shane the vampire, who's every move and spoken word was so ridiculous that I burst out laughing half the times and rolled my eyes the rest.<br /><br />The vampires don't seem to have any special powers at all - except for strength (sometimes), being able to switch off a lamp with their mind (one time) and... that's it, really. Ever imagine count*/""cvqn"" like ""cvqn",1.0,541
A*jJPLab,1.0,8
"'^'--Last year, I fell in love with the Tim Burton's version of Sweeney Todd so I wanted to check out the other versions of this musical and I found this one at the library. Though I think Burton's is best, probably because I like film a lot better than theater, this is still a great production of the story. I haven't seen any of the other versions but I am trying to get my hands on them.<br /><br />After seeing Johnny Depp as Todd, it's hard for me to imagine anyone else in the role, but George Hearn does a fantastic job. Angela Lansbury is great, as always and all of the singing is fantastic. I found myself singing along. This is a play you won't want to miss, but try and see it before you see the film version so you won't have a biased view like me.",1.0,762
"I loved October Sky. The thing I loved most had to be the music. It worked two ways: in the first hour of the film, it gives the viewer a time-frame. This is done by playing songs from the late Fifties. In the second hour, an instrumental score takes over. The music now fits the mood of the film perfectly.<br /><br />I did not only enjoy the music, I also quite enjoyed the cast. Jake Gyllenhaal as Homer Hickam was es""  )  )   or pg_sleep ( __TIME__ ) --",1.0,457
